ID,user_id,confidence,predicted_intensity,community,district,prediction_time,indicator,indicator_description,time_observed,Target,forecast_length
ID_u2ssR_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:17,,,,NORAIN,24
ID_VKrY2_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:18,,,,NORAIN,24
ID_HFM2i_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:19,,,,NORAIN,24
ID_RXrb4_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:20,,,,NORAIN,24
ID_h8fE2_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:21,,,,NORAIN,24
ID_OP7fv_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:22,,,,NORAIN,24
ID_jtIxY_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:23,,,,NORAIN,24
ID_3CMKl_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:24,,,,NORAIN,24
ID_4a8Oe_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:25,,,,NORAIN,24
ID_tdZr2_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:26,,,,NORAIN,24
ID_uWH1x_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:27,,,,NORAIN,24
ID_LaKNE_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:28,,,,NORAIN,24
ID_lqOoN_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:29,,,,NORAIN,24
ID_iYtEd_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:30,,,,NORAIN,24
ID_8XMwF_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:31,,,,NORAIN,24
ID_u27pC_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:32,,,,NORAIN,24
ID_nwP2m_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:33,,,,NORAIN,24
ID_olaHr_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:34,,,,NORAIN,24
ID_9KbIp_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:35,,,,NORAIN,24
ID_GCjZI_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:36,,,,NORAIN,24
ID_JolvW_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:37,,,,NORAIN,24
ID_lkBHl_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:38,,,,NORAIN,24
ID_Gd8jQ_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:39,,,,NORAIN,24
ID_XKHex_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 17:28:40,,,,NORAIN,24
ID_ZoSdH_24,66,0.3,0.33,Assin nyankomasi ,assin_fosu,2025-07-10 17:43:41,sun,Sunny with clouds,NIGHT,NORAIN,24
ID_w39Y6_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 17:54:47,,,,NORAIN,24
ID_8nefU_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 17:55:49,,,,NORAIN,24
ID_5njl1_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:34,,,,NORAIN,24
ID_sKugm_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:35,,,,NORAIN,24
ID_rhl5K_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:37,,,,NORAIN,24
ID_VsvlD_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:38,,,,NORAIN,24
ID_h4sMn_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:39,,,,NORAIN,24
ID_pVKTp_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:40,,,,NORAIN,24
ID_Wws9W_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:41,,,,NORAIN,24
ID_1Mwf8_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 18:21:43,,,,NORAIN,24
ID_P8KXS_24,20,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 18:35:56,,,,NORAIN,24
ID_YYojm_24,27,0.6,0.0,Akropong,atiwa_west,2025-07-10 18:42:13,,,,MEDIUMRAIN,24
ID_wIf5r_24,27,0.6,0.33,Akropong,atiwa_west,2025-07-10 18:42:47,clouds,Sharp moving clouds (cirrus) with visible stars,ALL_DAY,MEDIUMRAIN,24
ID_di7Rx_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 19:06:19,,,,NORAIN,24
ID_c3APw_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 19:06:20,,,,NORAIN,24
ID_bfmi6_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 19:07:19,,,,NORAIN,24
ID_N61FF_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:20,,,,NORAIN,24
ID_KNWzO_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:22,,,,NORAIN,24
ID_kPxFb_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:26,,,,NORAIN,24
ID_Jf8DG_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:27,,,,NORAIN,24
ID_UGNtV_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:29,,,,NORAIN,24
ID_LnlDs_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:30,,,,NORAIN,24
ID_bZDli_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:31,,,,NORAIN,24
ID_wpgAZ_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:32,,,,NORAIN,24
ID_NQQsa_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:33,,,,NORAIN,24
ID_llI1D_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:34,,,,NORAIN,24
ID_jh30G_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:35,,,,NORAIN,24
ID_y8dAV_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:39,,,,NORAIN,24
ID_t69E8_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:49,,,,NORAIN,24
ID_Eb7UD_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:50,,,,NORAIN,24
ID_Zj8Df_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:52,,,,NORAIN,24
ID_4oI5O_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:54,,,,NORAIN,24
ID_LkPd3_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:55,,,,NORAIN,24
ID_qaPUj_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:08:57,,,,NORAIN,24
ID_Z3YiQ_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:02,,,,NORAIN,24
ID_r4wTN_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:03,,,,NORAIN,24
ID_kqCTa_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:04,,,,NORAIN,24
ID_nryVf_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:05,,,,NORAIN,24
ID_u1sAY_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:07,,,,NORAIN,24
ID_jzpnz_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:09,,,,NORAIN,24
ID_LSwCa_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:39,,,,NORAIN,24
ID_zEEg9_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:40,,,,NORAIN,24
ID_z8vX8_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:41,,,,NORAIN,24
ID_jIyLo_24,53,0.3,0.0,Tumfa,atiwa_west,2025-07-10 19:09:44,,,,NORAIN,24
ID_ct6aw_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 19:09:55,,,,NORAIN,24
ID_Cgkcs_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 19:09:56,,,,NORAIN,24
ID_ln6Eo_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 19:15:49,,,,NORAIN,24
ID_Hi6xc_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 19:15:50,,,,NORAIN,24
ID_kh7h1_24,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-10 19:17:28,,,,NORAIN,24
ID_UsGq5_24,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-10 19:17:43,,,,NORAIN,24
ID_eZ9hd_24,46,1.0,0.0,Asunafo,atiwa_west,2025-07-10 19:31:30,,,,NORAIN,24
ID_9715v_24,46,1.0,0.0,Asunafo,atiwa_west,2025-07-10 19:31:37,,,,NORAIN,24
ID_OaTn3_24,46,1.0,0.0,Asunafo,atiwa_west,2025-07-10 19:31:42,,,,NORAIN,24
ID_a1VFb_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 19:52:56,,,,NORAIN,24
ID_Javgc_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 19:52:57,,,,NORAIN,24
ID_J3Ujm_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 19:52:58,,,,NORAIN,24
ID_gquLX_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 19:52:59,,,,NORAIN,24
ID_lmS41_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 20:02:29,,,,NORAIN,24
ID_PJdk3_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 20:02:40,,,,NORAIN,24
ID_x8JJX_24,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-10 20:02:42,,,,NORAIN,24
ID_7oqtX_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 20:10:48,,,,NORAIN,24
ID_bjFJv_24,47,0.6,0.33,FOSO ODUMASI ,assin_fosu,2025-07-10 20:12:13,clouds,Clouds moving South → East,AFTERNOON,NORAIN,24
ID_GLawD_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 20:15:53,,,,NORAIN,24
ID_su6QV_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 20:15:54,,,,NORAIN,24
ID_uR4Ms_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:08,,,,NORAIN,24
ID_dwwqg_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:09,,,,NORAIN,24
ID_DCc8u_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:10,,,,NORAIN,24
ID_11PE6_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:12,,,,NORAIN,24
ID_E3nXJ_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:13,,,,NORAIN,24
ID_4C4OL_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:14,,,,NORAIN,24
ID_CizRU_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:15,,,,NORAIN,24
ID_JLfoT_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 20:57:16,,,,NORAIN,24
ID_wM7Oh_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 21:08:21,,,,NORAIN,24
ID_97RXx_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 21:10:49,,,,NORAIN,24
ID_8EX8j_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 21:15:55,,,,NORAIN,24
ID_BaqLk_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:17,,,,NORAIN,24
ID_HdyB2_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:18,,,,NORAIN,24
ID_h1VVr_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:19,,,,NORAIN,24
ID_aaq5n_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:20,,,,NORAIN,24
ID_yqatc_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:21,,,,NORAIN,24
ID_JDgKW_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:22,,,,NORAIN,24
ID_IxkeD_24,22,0.6,0.0,Awenare,atiwa_west,2025-07-10 21:35:23,,,,NORAIN,24
ID_wn5pZ_24,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-10 22:04:29,,,,NORAIN,24
ID_yjuby_24,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-10 22:04:38,,,,NORAIN,24
ID_JUuJS_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 22:07:21,,,,NORAIN,24
ID_Q5GNA_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 22:07:23,,,,NORAIN,24
ID_L0C2d_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 22:09:59,,,,NORAIN,24
ID_Mhnpv_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 22:10:51,,,,NORAIN,24
ID_Ti94C_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 22:11:25,,,,NORAIN,24
ID_CRysz_24,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-10 22:15:57,,,,NORAIN,24
ID_XLV6I_24,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-10 22:17:36,,,,NORAIN,24
ID_jtURy_24,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-10 23:05:18,,,,NORAIN,24
ID_uQovz_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 23:10:00,,,,NORAIN,24
ID_jH2mr_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 23:10:01,,,,NORAIN,24
ID_wsTs4_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 23:10:02,,,,NORAIN,24
ID_Jgd4X_24,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-10 23:10:03,,,,NORAIN,24
ID_2GMs8_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 01:11:40,,,,NORAIN,12
ID_NcTcC_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 01:11:41,,,,NORAIN,12
ID_v3wl6_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 01:11:42,,,,NORAIN,12
ID_X6Y6e_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 06:15:42,,,,NORAIN,12
ID_fbRww_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 06:15:43,,,,NORAIN,12
ID_IPZGa_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 06:15:44,,,,NORAIN,12
ID_rLd0l_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 06:15:45,,,,NORAIN,12
ID_BDPTZ_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 06:15:46,,,,NORAIN,12
ID_c1zw0_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 06:15:47,,,,NORAIN,12
ID_im0Ub_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:21:05,,,,NORAIN,12
ID_NC0Mc_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:37,,,,NORAIN,12
ID_PFJ5h_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:38,,,,NORAIN,12
ID_jJyh5_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:39,,,,NORAIN,12
ID_zJKMP_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:41,,,,NORAIN,12
ID_5LvKM_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:44,,,,NORAIN,12
ID_bd0Ty_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:45,,,,NORAIN,12
ID_39DGM_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:38:46,,,,NORAIN,12
ID_IquCK_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:05,,,,NORAIN,12
ID_RgsrC_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:06,,,,NORAIN,12
ID_4gyXl_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:07,,,,NORAIN,12
ID_BixmF_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:08,,,,NORAIN,12
ID_beFe6_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:09,,,,NORAIN,12
ID_xT1Zr_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:47,,,,NORAIN,12
ID_n1ctN_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:48,,,,NORAIN,12
ID_8yhFC_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 06:49:50,,,,NORAIN,12
ID_j52VK_12,27,0.6,0.66,Akropong,atiwa_west,2025-07-11 06:55:28,clouds,Sharp moving clouds (cirrus) with visible stars,ALL_DAY,SMALLRAIN,12
ID_s89dK_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:04:31,,,,NORAIN,12
ID_DNQlF_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:04:32,,,,NORAIN,12
ID_WdKWN_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:04:33,,,,NORAIN,12
ID_1HBGP_12,72,0.6,0.0,Kwabeng ,atiwa_west,2025-07-11 07:06:56,,,,NORAIN,12
ID_pP0Rd_12,77,0.3,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-11 07:10:59,,,,NORAIN,12
ID_Rzcg9_12,77,0.6,0.0,ASSIN BROFOYEDUR,assin_fosu,2025-07-11 07:11:11,,,,NORAIN,12
ID_0LPhj_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:26:28,,,,NORAIN,12
ID_BNTwJ_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:26:32,,,,NORAIN,12
ID_6X9a6_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:26:33,,,,NORAIN,12
ID_0ZDgV_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:26:37,,,,NORAIN,12
ID_1b1Oo_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:26:38,,,,NORAIN,12
ID_61oIf_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:26:39,,,,NORAIN,12
ID_7Cpl4_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 07:27:13,,,,NORAIN,12
ID_ZP2Yw_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 07:27:14,,,,NORAIN,12
ID_7PlPn_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 07:27:15,,,,NORAIN,12
ID_5PAtU_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 07:27:16,,,,NORAIN,12
ID_yqljn_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 07:27:17,,,,NORAIN,12
ID_xlR3N_12,72,0.6,0.0,Kwabeng ,atiwa_west,2025-07-11 07:41:15,,,,NORAIN,12
ID_0rwDQ_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:49:02,,,,NORAIN,12
ID_pow9D_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:49:03,,,,NORAIN,12
ID_PTDUv_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 07:49:04,,,,NORAIN,12
ID_5LcrD_12,8,0.6,0.66,mouso ,atiwa_west,2025-07-11 07:51:19,clouds,Heavy Clouds (probably cumulus) reflecting rays of sunlight,EARLY_MORNING,NORAIN,12
ID_KjSiG_12,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-11 07:51:30,,,,NORAIN,12
ID_RZTNb_12,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-11 07:51:31,,,,NORAIN,12
ID_wJuzc_12,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-11 07:51:32,,,,NORAIN,12
ID_74g3o_12,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-11 07:51:33,,,,NORAIN,12
ID_q8ssI_12,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-11 07:51:38,,,,NORAIN,12
ID_u2EyF_12,66,0.6,0.0,Assin nyankomasi ,assin_fosu,2025-07-11 07:51:41,,,,NORAIN,12
ID_MhLGi_12,72,0.6,0.0,Kwabeng ,atiwa_west,2025-07-11 08:02:06,,,,NORAIN,12
ID_IY1sj_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:10:10,,,,NORAIN,12
ID_vxgn2_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:10:11,,,,NORAIN,12
ID_0Sl6k_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:11:15,,,,NORAIN,12
ID_gchXO_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:11:16,,,,NORAIN,12
ID_mYT0a_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:11:17,,,,NORAIN,12
ID_8ZdSL_12,79,0.6,0.33,Mampamhwe,obuasi_east,2025-07-11 08:13:23,clouds,Gathering of clouds in the east,EARLY_MORNING,NORAIN,12
ID_pZzFm_12,47,1.0,0.33,FOSO ODUMASI ,assin_fosu,2025-07-11 08:15:07,dew,Dew present,EVENING,NORAIN,12
ID_sD9xq_12,27,0.6,0.33,Akropong,atiwa_west,2025-07-11 08:18:50,clouds,Sharp moving clouds (cirrus) with visible stars,ALL_DAY,SMALLRAIN,12
ID_3bYsr_12,27,0.6,0.0,Akropong,atiwa_west,2025-07-11 08:18:51,,,,SMALLRAIN,12
ID_oPD0g_12,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-11 08:23:46,,,,NORAIN,12
ID_DbecG_12,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-11 08:24:17,,,,NORAIN,12
ID_a3Ii4_12,62,0.6,0.0,Assin ATONSU ,assin_fosu,2025-07-11 08:24:43,,,,NORAIN,12
ID_qaHh1_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:28:24,,,,NORAIN,12
ID_CAcC5_12,18,0.3,0.0,Akwaduuso,assin_fosu,2025-07-11 08:28:25,,,,NORAIN,12
ID_wo5Z5_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:43,,,,NORAIN,12
ID_UBz8z_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:44,,,,NORAIN,12
ID_n1iEY_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:45,,,,NORAIN,12
ID_c5L6T_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:47,,,,NORAIN,12
ID_XMQnd_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:48,,,,NORAIN,12
ID_CPVJv_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:49,,,,NORAIN,12
ID_4IWGt_12,47,1.0,0.0,FOSO ODUMASI ,assin_fosu,2025-07-11 08:29:50,,,,NORAIN,12
ID_oBNnT_12,72,0.6,0.0,Kwabeng ,atiwa_west,2025-07-11 08:41:26,,,,NORAIN,12
ID_HLhkr_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:23,,,,NORAIN,12
ID_drfqI_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:24,,,,NORAIN,12
ID_PioeT_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:26,,,,NORAIN,12
ID_si0mG_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:28,,,,NORAIN,12
ID_svlG3_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:29,,,,NORAIN,12
ID_R81zD_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:30,,,,NORAIN,12
ID_B15Zy_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:31,,,,NORAIN,12
ID_zE9j2_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:38,,,,NORAIN,12
ID_rbJyd_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:40,,,,NORAIN,12
ID_Swh8M_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:41,,,,NORAIN,12
ID_2Tcl2_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:42,,,,NORAIN,12
ID_gz9sm_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:44,,,,NORAIN,12
ID_uKZwg_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:45,,,,NORAIN,12
ID_tw5Nj_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:46,,,,NORAIN,12
ID_MsNta_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:47,,,,NORAIN,12
ID_VdusQ_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:48,,,,NORAIN,12
ID_aM4jy_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:49,,,,NORAIN,12
ID_fZIGL_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:50,,,,NORAIN,12
ID_12DQ4_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:55,,,,NORAIN,12
ID_ZoY30_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 08:59:59,,,,NORAIN,12
ID_LmdIt_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:10,,,,NORAIN,12
ID_Ev85A_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:11,,,,NORAIN,12
ID_hT66y_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:12,,,,NORAIN,12
ID_VOVLn_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:13,,,,NORAIN,12
ID_iIrAL_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:14,,,,NORAIN,12
ID_DA28P_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:15,,,,NORAIN,12
ID_sXH8S_12,53,0.3,0.0,Tumfa,atiwa_west,2025-07-11 09:00:16,,,,NORAIN,12
